"name"	"taxRank"	"taxID"	"Max"	"C4.16S.txt.cladeReads.."	"lineage"
"Erwinia"	"G"	551	0.3737	0.3737	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Erwinia piriflorinigrans><wbr>Erwinia piriflorinigrans CFBP 5888"	"-"	1161919	0.2131	0.2131	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;piriflorinigrans"
"Erwinia pyrifoliae><wbr>Erwinia pyrifoliae DSM 12163"	"-"	644651	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;pyrifoliae"
"Erwinia tracheiphila"	"S"	65700	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia endophytica"	"S"	1563158	0.02622	0.02622	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia persicina"	"S"	55211	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia amylovora"	"S"	552	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia mallotivora"	"S"	69222	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia papayae"	"S"	206499	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia typographi"	"S"	371042	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia tasmaniensis><wbr>Erwinia tasmaniensis Et1/99"	"-"	465817	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;tasmaniensis"
"Tatumella"	"G"	82986	0.2524	0.2524	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Tatumella terrea"	"S"	419007	0.236	0.236	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Tatumella"
"Tatumella citrea"	"S"	53336	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Tatumella"
"Tatumella morbirosei"	"S"	642227	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Tatumella"
"Pantoea"	"G"	53335	0.2196	0.2196	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Pantoea cypripedii"	"S"	55209	0.05572	0.05572	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea alhagi"	"S"	1891675	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea pleuroti"	"S"	1592631	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea ananatis"	"S"	553	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea stewartii"	"S"	66269	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea agglomerans group><wbr>Pantoea agglomerans"	"S"	549	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;agglomerans&nbsp;group"
"Pantoea deleyi"	"S"	470932	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea allii"	"S"	574096	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"[Erwinia] mediterraneensis"	"S"	2161819	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea dispersa"	"S"	59814	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Mixta><wbr>Mixta mediterraneensis"	"S"	2758443	0.1049	0.1049	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Mixta"
"Rosenbergiella><wbr>Rosenbergiella nectarea"	"S"	988801	0.09178	0.09178	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Rosenbergiella"
"Buchnera><wbr>...><wbr>Buchnera aphidicola str. Sg (Schizaphis graminum)"	"-"	198804	0.059	0.059	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Schizaphis&nbsp;graminum)"
"Phaseolibacter><wbr>Phaseolibacter flectens><wbr>Phaseolibacter flectens ATCC 12775"	"-"	1336237	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Phaseolibacter>Phaseolibacter&nbsp;flectens"
"Izhakiella"	"G"	1780190	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Izhakiella capsodis"	"S"	1367852	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Izhakiella"
"Duffyella><wbr>Duffyella gerundensis"	"S"	1619313	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Duffyella"
"Pectobacteriaceae"	"F"	1903410	0.6621	0.6621	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales"
"Pectobacterium><wbr>Pectobacterium carotovorum"	"S"	554	0.141	0.141	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium odoriferum"	"S"	78398	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium betavasculorum"	"S"	55207	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium brasiliense"	"S"	180957	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium wasabiae"	"S"	55208	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium cacticida"	"S"	69221	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium zantedeschiae"	"S"	2034769	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium><wbr>Pectobacterium peruviense"	"S"	2066479	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Brenneria"	"G"	71655	0.1803	0.1803	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Brenneria rubrifaciens"	"S"	55213	0.1573	0.1573	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Brenneria"
"Brenneria salicis><wbr>Brenneria salicis ATCC 15712 = DSM 30166"	"-"	714314	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Brenneria>Brenneria&nbsp;salicis"
"Brenneria alni"	"S"	71656	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Brenneria"
"Musicola"	"G"	2884243	0.05245	0.05245	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Dickeya><wbr>Dickeya chrysanthemi"	"S"	556	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya><wbr>Dickeya dadantii><wbr>Dickeya dadantii subsp. dieffenbachiae"	"-"	204040	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dadantii"
"Dickeya><wbr>Dickeya lacustris"	"S"	2259638	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Lonsdalea><wbr>Lonsdalea populi"	"S"	1172565	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Lonsdalea"
"Morganellaceae"	"F"	1903414	0.4491	0.4491	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales"
"Xenorhabdus"	"G"	626	0.1573	0.1573	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Xenorhabdus griffiniae"	"S"	351672	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus japonica"	"S"	53341	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus magdalenensis"	"S"	995054	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus indica"	"S"	333964	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus beddingii"	"S"	40578	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus koppenhoeferi"	"S"	351659	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus stockiae"	"S"	351614	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Providencia"	"G"	586	0.08195	0.08195	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Providencia alcalifaciens"	"S"	126385	0.03934	0.03934	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia stuartii"	"S"	588	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Morganella><wbr>Morganella morganii"	"S"	582	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Morganella morganii subsp. sibonii"	"-"	180435	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella>Morganella&nbsp;morganii"
"Morganella morganii subsp. morganii"	"-"	180434	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella>Morganella&nbsp;morganii"
"Morganella><wbr>Morganella psychrotolerans"	"S"	368603	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Photorhabdus"	"G"	29487	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Photorhabdus laumondii><wbr>Photorhabdus laumondii subsp. laumondii"	"-"	141679	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus>Photorhabdus&nbsp;laumondii"
"Photorhabdus australis"	"S"	286156	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus cinerea"	"S"	471575	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus akhurstii><wbr>Photorhabdus akhurstii subsp. bharatensis"	"-"	2919874	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus>Photorhabdus&nbsp;akhurstii"
"Photorhabdus asymbiotica"	"S"	291112	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus hainanensis"	"S"	1004166	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Proteus><wbr>Proteus mirabilis"	"S"	584	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus><wbr>Proteus vulgaris"	"S"	585	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus><wbr>Proteus penneri"	"S"	102862	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Moellerella><wbr>Moellerella wisconsensis"	"S"	158849	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Morganellaceae>Moellerella"
"Thorselliaceae><wbr>Thorsellia"	"G"	336803	0.06556	0.06556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Thorselliaceae"
"Thorsellia kenyensis"	"S"	1549888	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Thorselliaceae>Thorsellia"
"Budviciaceae"	"F"	1903416	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales"
"Leminorella><wbr>Leminorella richardii"	"S"	158841	0.03606	0.03606	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Budviciaceae>Leminorella"
"Pragia><wbr>Pragia fontium"	"S"	82985	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Budviciaceae>Pragia"
"Bruguierivoracaceae"	"F"	2812006	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales"
"Biostraticola><wbr>Biostraticola tofi"	"S"	466109	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Bruguierivoracaceae>Biostraticola"
"Sodalis><wbr>Sodalis ligni"	"S"	2697027	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Bruguierivoracaceae>Sodalis"
"Bruguierivorax><wbr>Bruguierivorax albus"	"S"	2575567	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Bruguierivoracaceae>Bruguierivorax"
"Alteromonadales"	"O"	135622	0.3802	0.3802	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria"
"Shewanellaceae"	"F"	267890	0.04261	0.04261	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	22	0.03934	0.03934	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Shewanella hanedai"	"S"	25	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella profunda"	"S"	254793	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella fidelis"	"S"	173509	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella ulleungensis"	"S"	2282699	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Idiomarinaceae><wbr>Aliidiomarina><wbr>Aliidiomarina soli"	"S"	1928574	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Aliidiomarina"
"Idiomarinaceae><wbr>Pseudidiomarina><wbr>Pseudidiomarina piscicola"	"S"	2614830	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Pseudidiomarina"
"Idiomarinaceae><wbr>Pseudidiomarina><wbr>Pseudidiomarina indica"	"S"	1159017	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Pseudidiomarina"
"Idiomarinaceae><wbr>Idiomarina"	"G"	135575	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Alteromonadaceae"	"F"	72275	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales"
"Paraglaciecola><wbr>Paraglaciecola psychrophila"	"S"	326544	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Paraglaciecola"
"Paraglaciecola><wbr>Paraglaciecola agarilytica"	"S"	395568	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Paraglaciecola"
"Alteromonas/Salinimonas group><wbr>Alteromonas"	"G"	226	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group"
"Pseudoalteromonadaceae><wbr>Pseudoalteromonas><wbr>Pseudoalteromonas peptidolytica"	"S"	61150	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonadaceae><wbr>Pseudoalteromonas><wbr>Pseudoalteromonas phenolica"	"S"	161398	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonadaceae><wbr>Algicola><wbr>Algicola bacteriolytica"	"S"	71383	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Algicola"
"Psychromonadaceae><wbr>Corallincola><wbr>Corallincola platygyrae"	"S"	1193278	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Psychromonadaceae>Corallincola"
"Colwelliaceae><wbr>Thalassotalea><wbr>Thalassotalea mangrovi"	"S"	2572245	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Thalassotalea"
"Moritellaceae><wbr>Moritella"	"G"	58050	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Pasteurellales><wbr>Pasteurellaceae"	"F"	712	0.2983	0.2983	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	724	0.1508	0.1508	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Haemophilus parainfluenzae><wbr>Haemophilus parainfluenzae ATCC 33392"	"-"	888828	0.1278	0.1278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus>Haemophilus&nbsp;parainfluenzae"
"Haemophilus sputorum><wbr>Haemophilus sputorum CCUG 13788"	"-"	1035839	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus>Haemophilus&nbsp;sputorum"
"Haemophilus seminalis"	"S"	2582921	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Spirabiliibacterium><wbr>Spirabiliibacterium pneumoniae"	"S"	221400	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Spirabiliibacterium"
"Mannheimia><wbr>Mannheimia varigena"	"S"	85404	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Mannheimia><wbr>Mannheimia bovis"	"S"	2770636	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Canicola><wbr>Canicola haemoglobinophilus"	"S"	733	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Canicola"
"Rodentibacter><wbr>Rodentibacter trehalosifermentans"	"S"	1908263	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Rodentibacter"
"Ursidibacter><wbr>Ursidibacter maritimus"	"S"	1331689	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Ursidibacter"
"Gallibacterium"	"G"	155493	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Histophilus><wbr>Histophilus somni"	"S"	731	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Histophilus"
"Otariodibacter><wbr>Otariodibacter oris"	"S"	1032623	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Otariodibacter"
"Seminibacterium><wbr>Seminibacterium arietis"	"S"	1173502	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Seminibacterium"
